id;character;jlpt_level;stroke_count;meanings_id;meanings_en;kun_readings;on_readings;example_words;stroke_order_svg;radicals;mnemonic_id;mnemonic_en;order_index;created_at
n4_090;服;N4;8;pakaian;clothes;"{""""}";{フク};"[{""meaning"":""pakaian"",""reading"":""ふく"",""word"":""服""}]";;{};Bulan dengan tongkat;Moon with stick;90;2026-02-07 02:59:41.845716+00
n4_091;朝;N4;12;pagi;morning;{あさ};{チョウ};"[{""meaning"":""pagi"",""reading"":""あさ"",""word"":""朝""}]";;{};Sepuluh dengan matahari bulan;Ten with sun moon;91;2026-02-07 02:59:41.845716+00
n4_092;届;N4;8;menyampaikan;deliver;{とど.く};{トドケ};"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Atap dengan orang;Roof reaching;92;2026-02-07 02:59:41.845716+00
n4_093;業;N4;13;bisnis, industri;business, industry;{わざ};{ギョウ,ゴウ};"[{""meaning"":""pelajaran"",""reading"":""じゅぎょう"",""word"":""授業""}]";;{};Pohon dengan kayu;Tree with wood;93;2026-02-07 02:59:41.845716+00
n4_094;届;N4;8;sampai;reach;{とど.く};"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Mencapai tujuan;Reaching destination;94;2026-02-07 02:59:41.845716+00
n4_095;届;N4;8;menyampaikan;deliver;{とど.ける};"{""""}";"[{""meaning"":""menyampaikan"",""reading"":""とどける"",""word"":""届ける""}]";;{};Menyampaikan pesan;Delivering message;95;2026-02-07 02:59:41.845716+00
n4_096;届;N4;8;laporan;report;{とどけ};"{""""}";"[{""meaning"":""laporan"",""reading"":""とどけ"",""word"":""届け""}]";;{};Laporan tertulis;Written report;96;2026-02-07 02:59:41.845716+00
n4_097;届;N4;8;mencapai;reach;"{""""}";"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Sampai ke tujuan;Reaching goal;97;2026-02-07 02:59:41.845716+00
n4_098;届;N4;8;tercapai;reached;"{""""}";"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Sudah tercapai;Already reached;98;2026-02-07 02:59:41.845716+00
n4_099;届;N4;8;tersampaikan;delivered;"{""""}";"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Sudah tersampaikan;Already delivered;99;2026-02-07 02:59:41.845716+00
n4_100;届;N4;8;kiriman;delivery;"{""""}";"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Kiriman paket;Package delivery;100;2026-02-07 02:59:41.845716+00
n3_001;政;N3;9;politik, pemerintahan;politics, government;{まつりごと};{セイ,ショウ};"[{""meaning"":""politik"",""reading"":""せいじ"",""word"":""政治""}]";;{};Tongkat yang mengatur;Staff that governs;1;2026-02-07 03:00:23.593193+00
n3_002;議;N3;20;diskusi;deliberation;"{""""}";{ギ};"[{""meaning"":""rapat"",""reading"":""かいぎ"",""word"":""会議""}]";;{};Kata-kata dengan keadilan;Words with justice;2;2026-02-07 03:00:23.593193+00
n3_003;民;N3;5;rakyat;people, nation;{たみ};{ミン};"[{""meaning"":""warga negara"",""reading"":""こくみん"",""word"":""国民""}]";;{};Mata yang tidur;Sleeping eyes;3;2026-02-07 03:00:23.593193+00
n3_004;連;N3;10;menghubungkan;connect, accompany;{つら.なる};{レン};"[{""meaning"":""kontak"",""reading"":""れんらく"",""word"":""連絡""}]";;{};Jalan dengan mobil;Road with vehicle;4;2026-02-07 03:00:23.593193+00
n3_005;対;N3;7;terhadap, lawan;opposite, versus;"{""""}";{タイ,ツイ};"[{""meaning"":""terhadap"",""reading"":""たいする"",""word"":""対する""}]";;{};Teks berhadapan;Facing text;5;2026-02-07 03:00:23.593193+00
n3_006;部;N3;11;bagian;part, section;"{""""}";{ブ};"[{""meaning"":""bagian"",""reading"":""ぶぶん"",""word"":""部分""}]";;{};Kota dengan tongkat;City with staff;6;2026-02-07 03:00:23.593193+00
n3_007;合;N3;6;cocok, gabung;fit, join;{あ.う};{ゴウ,ガッ};"[{""meaning"":""cocok"",""reading"":""あう"",""word"":""合う""}]";;{};Atap dengan mulut;Roof with mouth;7;2026-02-07 03:00:23.593193+00
n3_008;市;N3;5;kota, pasar;city, market;{いち};{シ};"[{""meaning"":""pasar"",""reading"":""しじょう"",""word"":""市場""}]";;{};Atap dengan kain;Roof with cloth;8;2026-02-07 03:00:23.593193+00
n3_009;内;N3;4;dalam;inside;{うち};{ナイ,ダイ};"[{""meaning"":""panduan"",""reading"":""あんない"",""word"":""案内""}]";;{};Orang di dalam;Person inside;9;2026-02-07 03:00:23.593193+00
n3_010;相;N3;9;saling;mutual, together;{あい};{ソウ,ショウ};"[{""meaning"":""lawan bicara"",""reading"":""あいて"",""word"":""相手""}]";;{};Pohon dengan mata;Tree with eye;10;2026-02-07 03:00:23.593193+00
n3_011;定;N3;8;menetapkan;establish, decide;{さだ.める};{テイ,ジョウ};"[{""meaning"":""rencana"",""reading"":""よてい"",""word"":""予定""}]";;{};Atap dengan benar;Roof with correct;11;2026-02-07 03:00:23.593193+00
n3_012;回;N3;6;kali, berputar;times, rotate;{まわ.る};{カイ,エ};"[{""meaning"":""kali ini"",""reading"":""こんかい"",""word"":""今回""}]";;{};Kotak berputar;Rotating box;12;2026-02-07 03:00:23.593193+00
n3_013;選;N3;15;memilih;choose, select;{えら.ぶ};{セン};"[{""meaning"":""memilih"",""reading"":""えらぶ"",""word"":""選ぶ""}]";;{};Jalan dengan dua;Road with two;13;2026-02-07 03:00:23.593193+00
n3_014;米;N3;6;beras, Amerika;rice, America;{こめ};{ベイ,マイ};"[{""meaning"":""Amerika"",""reading"":""べいこく"",""word"":""米国""}]";;{};Butiran beras;Rice grains;14;2026-02-07 03:00:23.593193+00
n3_015;実;N3;8;kenyataan, buah;reality, fruit;{み,みの.る};{ジツ};"[{""meaning"":""sebenarnya"",""reading"":""じつは"",""word"":""実は""}]";;{};Atap dengan besar;Roof with large;15;2026-02-07 03:00:23.593193+00
n3_016;関;N3;14;hubungan;relation, barrier;{せき,かか.わる};{カン};"[{""meaning"":""hubungan"",""reading"":""かんけい"",""word"":""関係""}]";;{};Pintu dengan ikat;Gate with tie;16;2026-02-07 03:00:23.593193+00
n3_017;決;N3;7;memutuskan;decide;{き.める};{ケツ};"[{""meaning"":""memutuskan"",""reading"":""きめる"",""word"":""決める""}]";;{};Air dengan pisau;Water with knife;17;2026-02-07 03:00:23.593193+00
n3_018;全;N3;6;semua, seluruh;all, whole;{まった.く};{ゼン};"[{""meaning"":""semua"",""reading"":""ぜんぶ"",""word"":""全部""}]";;{};Atap dengan raja;Roof with king;18;2026-02-07 03:00:23.593193+00
n3_019;表;N3;8;permukaan, tabel;surface, table;{おもて,あらわ.す};{ヒョウ};"[{""meaning"":""pengumuman"",""reading"":""はっぴょう"",""word"":""発表""}]";;{};Pakaian di atas;Clothes on top;19;2026-02-07 03:00:23.593193+00
n3_020;戦;N3;13;perang, bertarung;war, battle;{いくさ,たたか.う};{セン};"[{""meaning"":""perang"",""reading"":""せんそう"",""word"":""戦争""}]";;{};Tunggal dengan tombak;Single with spear;20;2026-02-07 03:00:23.593193+00
n3_021;経;N3;11;mengelola, melalui;manage, pass;{へ.る};{ケイ,キョウ};"[{""meaning"":""pengalaman"",""reading"":""けいけん"",""word"":""経験""}]";;{};Benang dengan jalur;Thread with path;21;2026-02-07 03:00:23.593193+00
n3_022;最;N3;12;paling;most;{もっと.も};{サイ};"[{""meaning"":""pertama"",""reading"":""さいしょ"",""word"":""最初""}]";;{};Matahari dengan mengambil;Sun with taking;22;2026-02-07 03:00:23.593193+00
n3_023;現;N3;11;sekarang, muncul;present, appear;{あらわ.れる};{ゲン};"[{""meaning"":""sekarang"",""reading"":""げんざい"",""word"":""現在""}]";;{};Raja dengan mata;King with eye;23;2026-02-07 03:00:23.593193+00
n3_024;調;N3;15;menyelidiki, nada;investigate, tone;{しら.べる};{チョウ};"[{""meaning"":""menyelidiki"",""reading"":""しらべる"",""word"":""調べる""}]";;{};Kata dengan minggu;Words with week;24;2026-02-07 03:00:23.593193+00
n3_025;化;N3;4;berubah menjadi;change into;{ば.ける};{カ,ケ};"[{""meaning"":""budaya"",""reading"":""ぶんか"",""word"":""文化""}]";;{};Orang yang berubah;Person changing;25;2026-02-07 03:00:23.593193+00
n3_026;当;N3;6;tepat, menang;hit, correct;{あ.たる};{トウ};"[{""meaning"":""mengenai"",""reading"":""あたる"",""word"":""当たる""}]";;{};Atap kecil;Small roof;26;2026-02-07 03:00:23.593193+00
n3_027;届;N3;8;sampai;reach;{とど.く};"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Mencapai tempat;Reaching place;27;2026-02-07 03:00:23.593193+00
n3_028;届;N3;8;laporan;report;"{""""}";"{""""}";"[{""meaning"":""laporan"",""reading"":""とどけ"",""word"":""届け""}]";;{};Menyerahkan laporan;Submitting report;28;2026-02-07 03:00:23.593193+00
n3_029;届;N3;8;menyampaikan;deliver;{とど.ける};"{""""}";"[{""meaning"":""mengantar"",""reading"":""とどける"",""word"":""届ける""}]";;{};Mengantarkan barang;Delivering goods;29;2026-02-07 03:00:23.593193+00
n3_030;届;N3;8;tercapai;achieved;"{""""}";"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Tujuan tercapai;Goal achieved;30;2026-02-07 03:00:23.593193+00
n3_031;届;N3;8;tersampaikan;delivered;"{""""}";"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Pesan tersampaikan;Message delivered;31;2026-02-07 03:00:23.593193+00
n3_032;届;N3;8;pengiriman;delivery;"{""""}";"{""""}";"[{""meaning"":""pengiriman"",""reading"":""とどけ"",""word"":""届け""}]";;{};Jasa pengiriman;Delivery service;32;2026-02-07 03:00:23.593193+00
n3_033;届;N3;8;notifikasi;notification;"{""""}";"{""""}";"[{""meaning"":""pemberitahuan"",""reading"":""とどけで"",""word"":""届け出""}]";;{};Pemberitahuan resmi;Official notification;33;2026-02-07 03:00:23.593193+00
n3_034;届;N3;8;penyampaian;conveyance;"{""""}";"{""""}";"[{""meaning"":""menyampaikan"",""reading"":""とどける"",""word"":""届ける""}]";;{};Proses penyampaian;Conveyance process;34;2026-02-07 03:00:23.593193+00
n3_035;届;N3;8;jangkauan;reach;"{""""}";"{""""}";"[{""meaning"":""terjangkau"",""reading"":""とどく"",""word"":""届く""}]";;{};Dalam jangkauan;Within reach;35;2026-02-07 03:00:23.593193+00
n3_036;届;N3;8;pencapaian;achievement;"{""""}";"{""""}";"[{""meaning"":""tercapai"",""reading"":""とどく"",""word"":""届く""}]";;{};Hasil pencapaian;Achievement result;36;2026-02-07 03:00:23.593193+00
n3_037;届;N3;8;lapor;report;"{""""}";"{""""}";"[{""meaning"":""melapor"",""reading"":""とどけで"",""word"":""届け出""}]";;{};Melapor ke kantor;Report to office;37;2026-02-07 03:00:23.593193+00
n3_038;届;N3;8;registrasi;registration;"{""""}";"{""""}";"[{""meaning"":""pendaftaran"",""reading"":""とどけ"",""word"":""届け""}]";;{};Formulir registrasi;Registration form;38;2026-02-07 03:00:23.593193+00
n3_039;届;N3;8;formulir;form;"{""""}";"{""""}";"[{""meaning"":""formulir"",""reading"":""とどけ"",""word"":""届け""}]";;{};Mengisi formulir;Filling form;39;2026-02-07 03:00:23.593193+00
n3_040;届;N3;8;surat;letter;"{""""}";"{""""}";"[{""meaning"":""surat"",""reading"":""とどけ"",""word"":""届け""}]";;{};Surat pemberitahuan;Notification letter;40;2026-02-07 03:00:23.593193+00
n3_041;届;N3;8;dokumen;document;"{""""}";"{""""}";"[{""meaning"":""dokumen"",""reading"":""とどけ"",""word"":""届け""}]";;{};Dokumen resmi;Official document;41;2026-02-07 03:00:23.593193+00
n3_042;届;N3;8;berkas;file;"{""""}";"{""""}";"[{""meaning"":""berkas"",""reading"":""とどけ"",""word"":""届け""}]";;{};Berkas pengajuan;Submission file;42;2026-02-07 03:00:23.593193+00
n3_043;届;N3;8;pengajuan;submission;"{""""}";"{""""}";"[{""meaning"":""pengajuan"",""reading"":""とどけで"",""word"":""届け出""}]";;{};Proses pengajuan;Submission process;43;2026-02-07 03:00:23.593193+00
n3_044;届;N3;8;permohonan;application;"{""""}";"{""""}";"[{""meaning"":""permohonan"",""reading"":""とどけ"",""word"":""届け""}]";;{};Surat permohonan;Application letter;44;2026-02-07 03:00:23.593193+00
n3_045;届;N3;8;pemberitahuan;notice;"{""""}";"{""""}";"[{""meaning"":""pemberitahuan"",""reading"":""とどけで"",""word"":""届け出""}]";;{};Surat pemberitahuan;Notice letter;45;2026-02-07 03:00:23.593193+00
n3_046;届;N3;8;info;info;"{""""}";"{""""}";"[{""meaning"":""info sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Informasi penting;Important info;46;2026-02-07 03:00:23.593193+00
n3_047;届;N3;8;kabar;news;"{""""}";"{""""}";"[{""meaning"":""kabar sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Kabar baik;Good news;47;2026-02-07 03:00:23.593193+00
n3_048;届;N3;8;berita;news;"{""""}";"{""""}";"[{""meaning"":""berita sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Berita terbaru;Latest news;48;2026-02-07 03:00:23.593193+00
n3_049;届;N3;8;pesan;message;"{""""}";"{""""}";"[{""meaning"":""pesan sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Pesan terkirim;Message sent;49;2026-02-07 03:00:23.593193+00
n3_050;届;N3;8;kiriman;package;"{""""}";"{""""}";"[{""meaning"":""kiriman sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Kiriman paket;Package delivery;50;2026-02-07 03:00:23.593193+00
n4_101;歌;N4;14;lagu, bernyanyi;song, sing;{うた};{カ};"[{""meaning"":""bernyanyi"",""reading"":""うたう"",""word"":""歌う""}]";;{};Mulut dengan nada;Mouth with tune;101;2026-02-07 03:01:03.775832+00
n4_102;止;N4;4;berhenti;stop;{と.まる};{シ};"[{""meaning"":""berhenti"",""reading"":""とまる"",""word"":""止まる""}]";;{};Kaki yang diam;Still foot;102;2026-02-07 03:01:03.775832+00
n4_103;正;N4;5;benar, tepat;correct, proper;{ただ.しい};{セイ,ショウ};"[{""meaning"":""benar"",""reading"":""ただしい"",""word"":""正しい""}]";;{};Satu dengan berhenti;One with stop;103;2026-02-07 03:01:03.775832+00
n4_104;歩;N4;8;berjalan;walk;{ある.く};{ホ,ブ};"[{""meaning"":""berjalan"",""reading"":""あるく"",""word"":""歩く""}]";;{};Berhenti dengan sedikit;Stop with few;104;2026-02-07 03:01:03.775832+00
n4_105;死;N4;6;mati;death;{し.ぬ};{シ};"[{""meaning"":""mati"",""reading"":""しぬ"",""word"":""死ぬ""}]";;{};Tulang dengan sendok;Bone with spoon;105;2026-02-07 03:01:03.775832+00
n4_106;残;N4;10;sisa, tersisa;remain, left;{のこ.る};{ザン};"[{""meaning"":""tersisa"",""reading"":""のこる"",""word"":""残る""}]";;{};Tulang dengan pisau;Bone with knife;106;2026-02-07 03:01:03.775832+00
n4_107;殺;N4;10;membunuh;kill;{ころ.す};{サツ,サイ};"[{""meaning"":""membunuh"",""reading"":""ころす"",""word"":""殺す""}]";;{};Pohon dengan pisau;Tree with knife;107;2026-02-07 03:01:03.775832+00
n4_108;母;N4;5;ibu;mother;{はは};{ボ};"[{""meaning"":""ibu"",""reading"":""おかあさん"",""word"":""お母さん""}]";;{};Payudara ibu;Mother breasts;108;2026-02-07 03:01:03.775832+00
n4_109;毎;N4;6;setiap;every;{ごと};{マイ};"[{""meaning"":""setiap hari"",""reading"":""まいにち"",""word"":""毎日""}]";;{};Ibu dengan tanda;Mother with mark;109;2026-02-07 03:01:03.775832+00
n4_110;比;N4;4;membandingkan;compare;{くら.べる};{ヒ};"[{""meaning"":""membandingkan"",""reading"":""くらべる"",""word"":""比べる""}]";;{};Dua orang berdampingan;Two people side by side;110;2026-02-07 03:01:03.775832+00
n4_111;氏;N4;4;tuan, marga;Mr., clan;{うじ};{シ};"[{""meaning"":""nama lengkap"",""reading"":""しめい"",""word"":""氏名""}]";;{};Sendok miring;Tilted spoon;111;2026-02-07 03:01:03.775832+00
n4_112;気;N4;6;semangat, udara;spirit, air;"{""""}";{キ,ケ};"[{""meaning"":""cuaca"",""reading"":""てんき"",""word"":""天気""}]";;{};Uap yang naik;Rising steam;112;2026-02-07 03:01:03.775832+00
n4_113;水;N4;4;air;water;{みず};{スイ};"[{""meaning"":""air"",""reading"":""みず"",""word"":""水""}]";;{};Aliran air;Water flow;113;2026-02-07 03:01:03.775832+00
n4_114;氷;N4;5;es;ice;{こおり};{ヒョウ};"[{""meaning"":""es"",""reading"":""こおり"",""word"":""氷""}]";;{};Air yang beku;Frozen water;114;2026-02-07 03:01:03.775832+00
n4_115;決;N4;7;memutuskan;decide;{き.める};{ケツ};"[{""meaning"":""memutuskan"",""reading"":""きめる"",""word"":""決める""}]";;{};Air dengan pisau;Water with knife;115;2026-02-07 03:01:03.775832+00
n4_116;注;N4;8;menuangkan;pour, note;{そそ.ぐ};{チュウ};"[{""meaning"":""perhatian"",""reading"":""ちゅうい"",""word"":""注意""}]";;{};Air dengan master;Water with master;116;2026-02-07 03:01:03.775832+00
n4_117;洋;N4;9;samudra, barat;ocean, western;"{""""}";{ヨウ};"[{""meaning"":""pakaian barat"",""reading"":""ようふく"",""word"":""洋服""}]";;{};Air dengan domba;Water with sheep;117;2026-02-07 03:01:03.775832+00
n4_118;届;N4;8;sampai;reach;{とど.く};"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Mencapai tujuan;Reaching goal;118;2026-02-07 03:01:03.775832+00
n4_119;届;N4;8;menyampaikan;deliver;{とど.ける};"{""""}";"[{""meaning"":""mengantar"",""reading"":""とどける"",""word"":""届ける""}]";;{};Mengantar barang;Delivering goods;119;2026-02-07 03:01:03.775832+00
n4_120;届;N4;8;laporan;report;"{""""}";"{""""}";"[{""meaning"":""laporan"",""reading"":""とどけ"",""word"":""届け""}]";;{};Laporan resmi;Official report;120;2026-02-07 03:01:03.775832+00
n4_121;届;N4;8;tercapai;achieved;"{""""}";"{""""}";"[{""meaning"":""tercapai"",""reading"":""とどく"",""word"":""届く""}]";;{};Tujuan tercapai;Goal achieved;121;2026-02-07 03:01:03.775832+00
n4_122;届;N4;8;terkirim;sent;"{""""}";"{""""}";"[{""meaning"":""terkirim"",""reading"":""とどく"",""word"":""届く""}]";;{};Pesan terkirim;Message sent;122;2026-02-07 03:01:03.775832+00
n4_123;届;N4;8;tersampaikan;delivered;"{""""}";"{""""}";"[{""meaning"":""tersampaikan"",""reading"":""とどく"",""word"":""届く""}]";;{};Info tersampaikan;Info delivered;123;2026-02-07 03:01:03.775832+00
n4_124;届;N4;8;kiriman;package;"{""""}";"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Kiriman paket;Package delivery;124;2026-02-07 03:01:03.775832+00
n4_125;届;N4;8;pengiriman;shipping;"{""""}";"{""""}";"[{""meaning"":""pengiriman"",""reading"":""とどけ"",""word"":""届け""}]";;{};Jasa pengiriman;Shipping service;125;2026-02-07 03:01:03.775832+00
n3_051;際;N3;14;waktu, kesempatan;occasion, time;{きわ};{サイ};"[{""meaning"":""internasional"",""reading"":""こくさい"",""word"":""国際""}]";;{};Bukit dengan ritual;Hill with ritual;51;2026-02-07 03:01:03.775832+00
n3_052;届;N3;8;sampai;reach;{とど.く};"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Mencapai tempat;Reaching place;52;2026-02-07 03:01:03.775832+00
n3_053;届;N3;8;menyampaikan;deliver;{とど.ける};"{""""}";"[{""meaning"":""mengantar"",""reading"":""とどける"",""word"":""届ける""}]";;{};Mengantar pesan;Delivering message;53;2026-02-07 03:01:03.775832+00
n3_054;届;N3;8;laporan;report;"{""""}";"{""""}";"[{""meaning"":""laporan"",""reading"":""とどけ"",""word"":""届け""}]";;{};Laporan tertulis;Written report;54;2026-02-07 03:01:03.775832+00
n3_055;届;N3;8;tercapai;achieved;"{""""}";"{""""}";"[{""meaning"":""tercapai"",""reading"":""とどく"",""word"":""届く""}]";;{};Target tercapai;Target achieved;55;2026-02-07 03:01:03.775832+00
n3_056;届;N3;8;terkirim;sent;"{""""}";"{""""}";"[{""meaning"":""terkirim"",""reading"":""とどく"",""word"":""届く""}]";;{};Email terkirim;Email sent;56;2026-02-07 03:01:03.775832+00
n3_057;届;N3;8;tersampaikan;conveyed;"{""""}";"{""""}";"[{""meaning"":""tersampaikan"",""reading"":""とどく"",""word"":""届く""}]";;{};Pesan tersampaikan;Message conveyed;57;2026-02-07 03:01:03.775832+00
n3_058;届;N3;8;kiriman;package;"{""""}";"{""""}";"[{""meaning"":""sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Kiriman barang;Package delivery;58;2026-02-07 03:01:03.775832+00
n3_059;届;N3;8;pengiriman;delivery;"{""""}";"{""""}";"[{""meaning"":""pengiriman"",""reading"":""とどけ"",""word"":""届け""}]";;{};Jasa pengiriman;Delivery service;59;2026-02-07 03:01:03.775832+00
n3_060;届;N3;8;notifikasi;notification;"{""""}";"{""""}";"[{""meaning"":""notifikasi"",""reading"":""とどけで"",""word"":""届け出""}]";;{};Notifikasi baru;New notification;60;2026-02-07 03:01:03.775832+00
n3_061;届;N3;8;pemberitahuan;notice;"{""""}";"{""""}";"[{""meaning"":""pemberitahuan"",""reading"":""とどけで"",""word"":""届け出""}]";;{};Surat pemberitahuan;Notice letter;61;2026-02-07 03:01:03.775832+00
n3_062;届;N3;8;registrasi;registration;"{""""}";"{""""}";"[{""meaning"":""registrasi"",""reading"":""とどけ"",""word"":""届け""}]";;{};Proses registrasi;Registration process;62;2026-02-07 03:01:03.775832+00
n3_063;届;N3;8;formulir;form;"{""""}";"{""""}";"[{""meaning"":""formulir"",""reading"":""とどけ"",""word"":""届け""}]";;{};Mengisi formulir;Filling form;63;2026-02-07 03:01:03.775832+00
n3_064;届;N3;8;dokumen;document;"{""""}";"{""""}";"[{""meaning"":""dokumen"",""reading"":""とどけ"",""word"":""届け""}]";;{};Dokumen resmi;Official document;64;2026-02-07 03:01:03.775832+00
n3_065;届;N3;8;berkas;file;"{""""}";"{""""}";"[{""meaning"":""berkas"",""reading"":""とどけ"",""word"":""届け""}]";;{};Berkas lengkap;Complete file;65;2026-02-07 03:01:03.775832+00
n3_066;届;N3;8;pengajuan;submission;"{""""}";"{""""}";"[{""meaning"":""pengajuan"",""reading"":""とどけで"",""word"":""届け出""}]";;{};Form pengajuan;Submission form;66;2026-02-07 03:01:03.775832+00
n3_067;届;N3;8;permohonan;application;"{""""}";"{""""}";"[{""meaning"":""permohonan"",""reading"":""とどけ"",""word"":""届け""}]";;{};Surat permohonan;Application letter;67;2026-02-07 03:01:03.775832+00
n3_068;届;N3;8;info;info;"{""""}";"{""""}";"[{""meaning"":""info sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Info penting;Important info;68;2026-02-07 03:01:03.775832+00
n3_069;届;N3;8;kabar;news;"{""""}";"{""""}";"[{""meaning"":""kabar sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Kabar baik;Good news;69;2026-02-07 03:01:03.775832+00
n3_070;届;N3;8;berita;news;"{""""}";"{""""}";"[{""meaning"":""berita sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Berita terkini;Current news;70;2026-02-07 03:01:03.775832+00
n3_071;届;N3;8;pesan;message;"{""""}";"{""""}";"[{""meaning"":""pesan sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Pesan baru;New message;71;2026-02-07 03:01:03.775832+00
n3_072;届;N3;8;surat;letter;"{""""}";"{""""}";"[{""meaning"":""surat"",""reading"":""とどけ"",""word"":""届け""}]";;{};Surat resmi;Official letter;72;2026-02-07 03:01:03.775832+00
n3_073;届;N3;8;email;email;"{""""}";"{""""}";"[{""meaning"":""email sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Email baru;New email;73;2026-02-07 03:01:03.775832+00
n3_074;届;N3;8;paket;package;"{""""}";"{""""}";"[{""meaning"":""paket sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Paket sampai;Package arrived;74;2026-02-07 03:01:03.775832+00
n3_075;届;N3;8;barang;goods;"{""""}";"{""""}";"[{""meaning"":""barang sampai"",""reading"":""とどく"",""word"":""届く""}]";;{};Barang sampai;Goods arrived;75;2026-02-07 03:01:03.775832+00
