id;chapter_id;lesson_number;title_jp;title_id;content;xp_reward;sort_order;created_at
23805733-a636-4397-8818-c59c7ec3b821;eb64def6-656d-4f5f-9883-df6d449aa077;1;おはよう・こんにちは;Salam Pagi dan Siang;"{""type"":""vocabulary""}";10;1;2026-01-22 07:50:48.669119+00
08ae6695-7d7e-4aa4-803c-d39367a23306;eb64def6-656d-4f5f-9883-df6d449aa077;2;こんばんは・さようなら;Salam Malam dan Perpisahan;"{""type"":""vocabulary""}";10;2;2026-01-22 07:50:48.669119+00
9213f2d3-6215-487a-bfe9-12388279f452;eb64def6-656d-4f5f-9883-df6d449aa077;3;ありがとうございます;Terima Kasih;"{""type"":""vocabulary""}";10;3;2026-01-22 07:50:48.669119+00
9c51c1e2-6920-4d9e-8c1e-4139c3f7da25;eb64def6-656d-4f5f-9883-df6d449aa077;4;すみません・ごめんなさい;Permisi dan Maaf;"{""type"":""vocabulary""}";10;4;2026-01-22 07:50:48.669119+00
abf37b18-1991-478c-ba3c-2f308517c48c;eb64def6-656d-4f5f-9883-df6d449aa077;5;はい・いいえ;Ya dan Tidak;"{""type"":""vocabulary""}";10;5;2026-01-22 07:50:48.669119+00
0a43b020-f70f-40cf-b704-a7bcb5e00941;eb64def6-656d-4f5f-9883-df6d449aa077;6;会話練習;Latihan Percakapan;"{""type"":""dialogue""}";15;6;2026-01-22 07:50:48.669119+00
70df3423-1182-4ba9-ad90-3dcb588de0d7;eb64def6-656d-4f5f-9883-df6d449aa077;7;まとめ;Ringkasan Bab 1;"{""type"":""reading""}";10;7;2026-01-22 07:50:48.669119+00
f572a17e-78cb-4081-8198-85a9ee259930;eb64def6-656d-4f5f-9883-df6d449aa077;8;クイズ;Quiz Bab 1;"{""type"":""quiz""}";25;8;2026-01-22 07:50:48.669119+00
35b7b218-a6a7-4c39-b82b-43e87ff1241b;16860596-f9a4-41d2-bdfc-c5d36a81e408;1;はじめまして;Salam Perkenalan;{};15;1;2026-01-22 11:16:24.012791+00
96335759-3131-45e4-a0d4-8b43475a8381;16860596-f9a4-41d2-bdfc-c5d36a81e408;2;名前と出身;Nama dan Asal;{};15;2;2026-01-22 11:16:24.012791+00
d2784789-02f7-49bf-8954-ddd4fd52acbe;16860596-f9a4-41d2-bdfc-c5d36a81e408;3;仕事と会社;Pekerjaan dan Perusahaan;{};20;3;2026-01-22 11:16:24.012791+00
d0a42295-dc2d-46f8-9ecf-7d14d7f09bd4;16860596-f9a4-41d2-bdfc-c5d36a81e408;4;自己紹介のパターン;Pola Perkenalan Diri;"{""lesson_type"":""grammar"",""patterns"":[{""examples"":[{""id"":""Salam kenal. Saya Budi. Mohon bantuannya."",""ja"":""はじめまして。ブディです。よろしくおねがいします。"",""reading"":""Hajimemashite. Budi desu. Yoroshiku onegaishimasu.""},{""id"":""Salam kenal. Saya Sari. Mohon bantuannya."",""ja"":""はじめまして。サリです。よろしくおねがいします。"",""reading"":""Hajimemashite. Sari desu. Yoroshiku onegaishimasu.""}],""formula"":""はじめまして。[Nama]です。よろしくおねがいします。"",""meaning"":""Salam kenal. Saya [Nama]. Mohon bantuannya."",""pattern_name"":""Pola Dasar Perkenalan"",""reading"":""Hajimemashite. [Nama] desu. Yoroshiku onegaishimasu.""},{""examples"":[{""id"":""Saya datang dari Indonesia."",""ja"":""インドネシアから来ました。"",""reading"":""Indonesia kara kimashita.""},{""id"":""Saya datang dari Jakarta."",""ja"":""ジャカルタから来ました。"",""reading"":""Jakarta kara kimashita.""},{""id"":""Saya datang dari Surabaya."",""ja"":""スラバヤから来ました。"",""reading"":""Surabaya kara kimashita.""}],""formula"":""[Negara/Kota]から来ました。"",""meaning"":""Saya datang dari [Negara/Kota]."",""pattern_name"":""Menyebutkan Asal"",""reading"":""[Negara/Kota] kara kimashita.""},{""examples"":[{""id"":""Saya orang Indonesia."",""ja"":""わたしはインドネシア人です。"",""reading"":""Watashi wa Indonesia-jin desu.""},{""id"":""Tanaka adalah orang Jepang."",""ja"":""田中さんは日本人です。"",""reading"":""Tanaka-san wa Nihon-jin desu.""}],""formula"":""わたしは[Negara]人です。"",""meaning"":""Saya orang [Negara]."",""pattern_name"":""Menyebutkan Kebangsaan"",""reading"":""Watashi wa [Negara]-jin desu.""},{""examples"":[{""id"":""Saya bekerja di pabrik."",""ja"":""工場で働いています。"",""reading"":""Koujou de hataraite imasu.""},{""id"":""Saya bekerja di Toyota."",""ja"":""トヨタで働いています。"",""reading"":""Toyota de hataraite imasu.""}],""formula"":""[Tempat]で働いています。"",""meaning"":""Saya bekerja di [Tempat]."",""pattern_name"":""Menyebutkan Pekerjaan"",""reading"":""[Tempat] de hataraite imasu.""},{""examples"":[{""id"":""Salam kenal. Nama saya Budi. Saya datang dari Indonesia. Saya bekerja sebagai peserta magang di pabrik ABC. Mohon bimbingannya."",""ja"":""はじめまして。ブディと申します。インドネシアから参りました。ABC工場で研修生として働いております。どうぞよろしくおねがいいたします。"",""reading"":""Hajimemashite. Budi to moushimasu. Indonesia kara mairimashita. ABC koujou de kenshuusei toshite hataraite orimasu. Douzo yoroshiku onegai itashimasu.""}],""formula"":""はじめまして。[Nama]と申します。[Negara]から参りました。[Perusahaan]で研修生として働いております。どうぞよろしくおねがいいたします。"",""meaning"":""Salam kenal. Nama saya [Nama]. Saya datang dari [Negara]. Saya bekerja sebagai peserta magang di [Perusahaan]. Mohon bimbingannya."",""note"":""Ini adalah versi SANGAT FORMAL yang digunakan saat perkenalan di perusahaan Jepang."",""pattern_name"":""Perkenalan Lengkap (Formal)"",""reading"":""Hajimemashite. [Nama] to moushimasu. [Negara] kara mairimashita. [Perusahaan] de kenshuusei toshite hataraite orimasu. Douzo yoroshiku onegai itashimasu.""}],""tips"":[""Selalu mulai dengan「はじめまして」saat pertama kali bertemu"",""Akhiri dengan「よろしくおねがいします」"",""Di tempat kerja Jepang, gunakan bahasa yang lebih sopan"",""Saat memperkenalkan diri ke atasan, gunakan「〜と申します」bukan「〜です」""]}";25;4;2026-01-22 11:27:04.084269+00
39e9480c-f588-45bf-a135-f298087d5ccb;16860596-f9a4-41d2-bdfc-c5d36a81e408;5;会話練習;Latihan Percakapan;"{""cultural_note"":""Di Jepang, ketika dipuji, orang biasanya merendah dengan mengatakan「いいえ、まだまだです」(Tidak, masih jauh). Ini menunjukkan kerendahan hati yang sangat dihargai dalam budaya Jepang."",""dialogues"":[{""line_id"":""Selamat pagi. Apakah Anda peserta magang baru?"",""line_ja"":""おはようございます。新しい研修生ですか。"",""line_reading"":""Ohayou gozaimasu. Atarashii kenshuusei desu ka."",""role"":""Supervisor"",""speaker"":""田中さん (Tanaka-san)""},{""line_id"":""Ya, benar. Salam kenal. Nama saya Budi. Saya datang dari Indonesia."",""line_ja"":""はい、そうです。はじめまして。ブディと申します。インドネシアから来ました。"",""line_reading"":""Hai, sou desu. Hajimemashite. Budi to moushimasu. Indonesia kara kimashita."",""role"":""Trainee"",""speaker"":""ブディ (Budi)""},{""line_id"":""Saya Tanaka. Senang berkenalan. Dari mana di Indonesia?"",""line_ja"":""田中です。よろしくおねがいします。インドネシアのどこから来ましたか。"",""line_reading"":""Tanaka desu. Yoroshiku onegaishimasu. Indonesia no doko kara kimashita ka."",""role"":""Supervisor"",""speaker"":""田中さん""},{""line_id"":""Saya datang dari Jakarta."",""line_ja"":""ジャカルタから来ました。"",""line_reading"":""Jakarta kara kimashita."",""role"":""Trainee"",""speaker"":""ブディ""},{""line_id"":""Oh begitu. Bahasa Jepangnya bagus ya."",""line_ja"":""そうですか。日本語が上手ですね。"",""line_reading"":""Sou desu ka. Nihongo ga jouzu desu ne."",""role"":""Supervisor"",""speaker"":""田中さん""},{""line_id"":""Tidak, masih jauh. Mohon bimbingannya ke depannya."",""line_ja"":""いいえ、まだまだです。これからもよろしくおねがいします。"",""line_reading"":""Iie, mada mada desu. Kore kara mo yoroshiku onegaishimasu."",""role"":""Trainee"",""speaker"":""ブディ""},{""line_id"":""Saya juga. Semangat ya."",""line_ja"":""こちらこそ。がんばってください。"",""line_reading"":""Kochira koso. Ganbatte kudasai."",""role"":""Supervisor"",""speaker"":""田中さん""}],""lesson_type"":""dialogue"",""scenario"":""Budi adalah peserta magang baru di pabrik. Hari pertama, dia bertemu dengan supervisornya, Tanaka-san."",""vocabulary_highlight"":[{""meaning"":""baru"",""reading"":""atarashii"",""word"":""新しい""},{""meaning"":""pandai/bagus"",""reading"":""jouzu"",""word"":""上手""},{""meaning"":""masih jauh/belum"",""reading"":""mada mada"",""word"":""まだまだ""},{""meaning"":""mulai sekarang/ke depannya"",""reading"":""kore kara"",""word"":""これから""}]}";20;5;2026-01-22 11:29:04.592068+00
d2ccd383-b92d-4322-a50f-348318b95250;16860596-f9a4-41d2-bdfc-c5d36a81e408;6;クイズ;Kuis Bab 2;"{""description"":""Uji pemahamanmu tentang perkenalan diri dalam bahasa Jepang"",""lesson_type"":""quiz""}";30;6;2026-01-22 11:30:32.293596+00
86d5aad8-975c-4a3a-ada1-bc0d6a8168ca;667de6aa-3fdb-43cd-a464-57181d0aafbf;1;すうじ 1-10;Angka 1-10;"{""description"":""Belajar angka 1-10 dalam bahasa Jepang"",""lesson_type"":""vocabulary""}";15;1;2026-01-22 12:20:06.736793+00
7e702dea-7d7e-44ff-a33e-cc48b7b1de42;667de6aa-3fdb-43cd-a464-57181d0aafbf;2;すうじ 11-100;Angka 11-100;"{""description"":""Belajar angka 11-100 dalam bahasa Jepang"",""lesson_type"":""vocabulary""}";15;2;2026-01-22 12:23:31.561788+00
357d4e4f-8c50-453d-ae70-3aa6b102763a;667de6aa-3fdb-43cd-a464-57181d0aafbf;3;すうじ 100-10,000;Angka 100-10.000;"{""description"":""Belajar angka besar dan perubahan bunyi dalam bahasa Jepang"",""lesson_type"":""vocabulary""}";15;3;2026-01-22 12:25:39.778629+00
40ab9f17-20cb-4803-ab51-d686c18c2a13;667de6aa-3fdb-43cd-a464-57181d0aafbf;4;なんばん・いくつ;Menanyakan Jumlah;"{""description"":""Belajar cara menanyakan jumlah dengan いくつ dan 何+counter"",""lesson_type"":""grammar"",""patterns"":[{""formula"":""[Benda]はいくつありますか。"",""meaning"":""Ada berapa [benda]?"",""note"":""「いくつ」digunakan dengan counter「〜つ」(universal)"",""pattern_name"":""Menanyakan Jumlah Universal""},{""formula"":""[Benda]は何[Counter]ありますか。"",""meaning"":""Ada berapa [benda]?"",""pattern_name"":""Menanyakan dengan Counter Spesifik""}],""question_word_summary"":[{""usage"":""Berapa (dengan counter 〜つ)"",""word"":""いくつ""},{""usage"":""Berapa buah (benda kecil bulat)"",""word"":""何個 (なんこ)""},{""usage"":""Berapa orang"",""word"":""何人 (なんにん)""},{""usage"":""Berapa batang (benda panjang)"",""word"":""何本 (なんぼん)""},{""usage"":""Berapa lembar (benda tipis)"",""word"":""何枚 (なんまい)""},{""usage"":""Berapa unit (mesin/kendaraan)"",""word"":""何台 (なんだい)""}],""tips"":[""「いくつ」adalah cara paling aman jika tidak yakin counter yang tepat"",""「ある」untuk benda mati,「いる」untuk makhluk hidup"",""Di tempat kerja, sering ditanya「何個いりますか」(butuh berapa?)""]}";20;4;2026-01-22 12:35:21.644944+00
cb56d1ce-f315-4182-a236-0b641ff05a29;667de6aa-3fdb-43cd-a464-57181d0aafbf;5;かぞえかた;Cara Menghitung (Counter Words);"{""counters"":[{""counter"":""〜つ"",""example"":{""id"":""Tolong tiga apel."",""ja"":""りんごを三つください。"",""reading"":""Ringo wo mittsu kudasai.""},""numbers"":[{""num"":1,""reading"":""ひとつ (hitotsu)""},{""num"":2,""reading"":""ふたつ (futatsu)""},{""num"":3,""reading"":""みっつ (mittsu)""},{""num"":4,""reading"":""よっつ (yottsu)""},{""num"":5,""reading"":""いつつ (itsutsu)""},{""num"":6,""reading"":""むっつ (muttsu)""},{""num"":7,""reading"":""ななつ (nanatsu)""},{""num"":8,""reading"":""やっつ (yattsu)""},{""num"":9,""reading"":""ここのつ (kokonotsu)""},{""num"":10,""reading"":""とお (too)""}],""reading"":""~tsu"",""usage"":""Benda umum (bentuk universal)""},{""counter"":""〜人"",""example"":{""id"":""Pergi makan bertiga."",""ja"":""三人で食べに行きます。"",""reading"":""San-nin de tabe ni ikimasu.""},""note"":""1 orang = ひとり, 2 orang = ふたり (pengecualian)"",""numbers"":[{""num"":1,""reading"":""ひとり (hitori)""},{""num"":2,""reading"":""ふたり (futari)""},{""num"":3,""reading"":""さんにん (san-nin)""},{""num"":4,""reading"":""よにん (yo-nin)""},{""num"":5,""reading"":""ごにん (go-nin)""}],""reading"":""~nin"",""usage"":""Menghitung orang""},{""counter"":""〜個"",""example"":{""id"":""Saya membeli 6 butir telur."",""ja"":""たまごを六個買いました。"",""reading"":""Tamago wo rokko kaimashita.""},""numbers"":[{""num"":1,""reading"":""いっこ (ikko)""},{""num"":2,""reading"":""にこ (ni-ko)""},{""num"":3,""reading"":""さんこ (san-ko)""},{""num"":6,""reading"":""ろっこ (rokko)""},{""num"":10,""reading"":""じっこ (jukko)""}],""reading"":""~ko"",""usage"":""Benda kecil dan bulat""},{""counter"":""〜本"",""example"":{""id"":""Tolong tiga pulpen."",""ja"":""ペンを三本ください。"",""reading"":""Pen wo san-bon kudasai.""},""numbers"":[{""num"":1,""reading"":""いっぽん (ippon)""},{""num"":2,""reading"":""にほん (ni-hon)""},{""num"":3,""reading"":""さんぼん (san-bon)""},{""num"":6,""reading"":""ろっぽん (roppon)""},{""num"":10,""reading"":""じゅっぽん (juppon)""}],""reading"":""~hon"",""usage"":""Benda panjang dan silindris""},{""counter"":""〜枚"",""example"":{""id"":""Tolong lima lembar kertas."",""ja"":""紙を五枚ください。"",""reading"":""Kami wo go-mai kudasai.""},""numbers"":[{""num"":1,""reading"":""いちまい (ichi-mai)""},{""num"":2,""reading"":""にまい (ni-mai)""},{""num"":3,""reading"":""さんまい (san-mai)""}],""reading"":""~mai"",""usage"":""Benda tipis dan datar""},{""counter"":""〜台"",""example"":{""id"":""Ada dua mobil."",""ja"":""車が二台あります。"",""reading"":""Kuruma ga ni-dai arimasu.""},""numbers"":[{""num"":1,""reading"":""いちだい (ichi-dai)""},{""num"":2,""reading"":""にだい (ni-dai)""},{""num"":3,""reading"":""さんだい (san-dai)""}],""reading"":""~dai"",""usage"":""Mesin dan kendaraan""}],""introduction"":""Dalam bahasa Jepang, kita menggunakan kata bantu bilangan (counter) yang berbeda tergantung jenis benda yang dihitung."",""lesson_type"":""grammar"",""tips"":[""Untuk benda yang tidak tahu counter-nya, gunakan「〜つ」"",""Counter「〜つ」hanya sampai 10, setelahnya gunakan counter spesifik"",""Perhatikan perubahan bunyi (rendaku) pada beberapa angka"",""Di tempat kerja,「〜台」sering digunakan untuk mesin dan peralatan""],""title"":""Cara Menghitung (Counter Words)""}";25;5;2026-01-22 12:38:38.897355+00
2198cfcd-a9e1-4573-9e61-df8ec66abda4;667de6aa-3fdb-43cd-a464-57181d0aafbf;6;ねだん・おかね;Harga dan Uang;"{""description"":""Belajar kosakata tentang harga, uang, dan transaksi jual-beli dalam bahasa Jepang"",""key_phrases"":[{""id"":""Ini berapa harganya?"",""ja"":""これはいくらですか。""},{""id"":""Totalnya berapa?"",""ja"":""全部でいくらですか。""},{""id"":""Agak mahal ya."",""ja"":""ちょっと高いですね。""},{""id"":""Tolong kembaliannya."",""ja"":""おつりをください。""}],""lesson_type"":""vocabulary"",""tips"":[""「いくら」digunakan khusus untuk menanyakan harga"",""Mata uang Jepang adalah円 (en/yen)"",""Di Jepang, tawar-menawar tidak umum di toko biasa""]}";20;6;2026-01-22 12:40:33.869878+00
9d2de7ac-3ad5-4fcd-b7bf-b77b4a40195e;667de6aa-3fdb-43cd-a464-57181d0aafbf;7;かいわれんしゅう;Latihan Percakapan - Berbelanja di Konbini;"{""cultural_note"":""Di konbini Jepang, kasir akan selalu menyapa dengan「いらっしゃいませ」dan mengucapkan terima kasih di akhir. Kita tidak perlu membalas「いらっしゃいませ」, cukup tersenyum atau mengangguk saja."",""dialogues"":[{""line_id"":""Selamat datang."",""line_ja"":""いらっしゃいませ。"",""line_reading"":""Irasshaimase."",""role"":""Kasir"",""speaker"":""店員 (Ten'in)""},{""line_id"":""Permisi, onigiri ini berapa?"",""line_ja"":""すみません、このおにぎりはいくらですか。"",""line_reading"":""Sumimasen, kono onigiri wa ikura desu ka."",""role"":""Customer"",""speaker"":""ブディ (Budi)""},{""line_id"":""Itu 150 yen."",""line_ja"":""それは百五十円です。"",""line_reading"":""Sore wa hyaku-go-juu-en desu."",""role"":""Kasir"",""speaker"":""店員""},{""line_id"":""Kalau begitu, tolong ini dua. Dan juga satu botol teh."",""line_ja"":""じゃあ、これを二つください。あと、お茶も一本ください。"",""line_reading"":""Jaa, kore wo futatsu kudasai. Ato, ocha mo ippon kudasai."",""role"":""Customer"",""speaker"":""ブディ""},{""line_id"":""Baik. Totalnya 450 yen."",""line_ja"":""かしこまりました。全部で四百五十円です。"",""line_reading"":""Kashikomarimashita. Zenbu de yon-hyaku-go-juu-en desu."",""role"":""Kasir"",""speaker"":""店員""},{""line_id"":""Dengan uang 1000 yen."",""line_ja"":""千円でおねがいします。"",""line_reading"":""Sen-en de onegaishimasu."",""role"":""Customer"",""speaker"":""ブディ""},{""line_id"":""Kembaliannya 550 yen. Terima kasih."",""line_ja"":""五百五十円のおつりです。ありがとうございました。"",""line_reading"":""Go-hyaku-go-juu-en no otsuri desu. Arigatou gozaimashita."",""role"":""Kasir"",""speaker"":""店員""},{""line_id"":""Terima kasih."",""line_ja"":""ありがとうございます。"",""line_reading"":""Arigatou gozaimasu."",""role"":""Customer"",""speaker"":""ブディ""}],""lesson_type"":""dialogue"",""scenario"":""Budi membeli beberapa barang di konbini (minimarket) setelah pulang kerja."",""title"":""Latihan Percakapan - Berbelanja di Konbini"",""vocabulary_highlight"":[{""meaning"":""Selamat datang (di toko)"",""word"":""いらっしゃいませ""},{""meaning"":""Baik, saya mengerti (sangat sopan)"",""word"":""かしこまりました""},{""meaning"":""Nasi kepal"",""word"":""おにぎり""},{""meaning"":""Teh"",""word"":""お茶""}]}";25;7;2026-01-22 12:42:32.420868+00
b387c766-953e-48ad-be3d-95bf60ef37a3;667de6aa-3fdb-43cd-a464-57181d0aafbf;8;クイズ;Quiz Bab 3 - Angka;"{""description"":""Uji pemahamanmu tentang angka, counter, dan transaksi belanja dalam bahasa Jepang"",""lesson_type"":""quiz"",""pass_score"":60,""time_limit_minutes"":10,""topics_covered"":[""Angka 0-10"",""Angka 11-100"",""Angka besar (100-10.000)"",""Counter (〜つ, 〜人, 〜本, 〜枚, 〜個, 〜台)"",""Menanyakan jumlah"",""Harga dan uang""]}";30;8;2026-01-22 12:45:00.480512+00
b1b2c3d4-0001-5678-9abc-def012345678;a1b2c3d4-1234-5678-9abc-def012345678;1;じかん;Jam (時);"{""focus"":""hours"",""type"":""vocabulary""}";10;1;2026-01-22 13:50:11.798634+00
b1b2c3d4-0002-5678-9abc-def012345678;a1b2c3d4-1234-5678-9abc-def012345678;2;ふん・ぷん;Menit (分);"{""focus"":""minutes"",""type"":""vocabulary""}";10;2;2026-01-22 13:50:11.798634+00
b1b2c3d4-0003-5678-9abc-def012345678;a1b2c3d4-1234-5678-9abc-def012345678;3;ようび;Hari dalam Seminggu;"{""focus"":""days_of_week"",""type"":""vocabulary""}";10;3;2026-01-22 13:50:11.798634+00
b1b2c3d4-0004-5678-9abc-def012345678;a1b2c3d4-1234-5678-9abc-def012345678;4;いちにちのことば;Kata-kata Waktu Sehari-hari;"{""focus"":""daily_time"",""type"":""vocabulary""}";10;4;2026-01-22 13:50:11.798634+00
b1b2c3d4-0005-5678-9abc-def012345678;a1b2c3d4-1234-5678-9abc-def012345678;5;どうし（ます）;Kata Kerja Dasar (ます form);"{""focus"":""basic_verbs"",""type"":""vocabulary""}";15;5;2026-01-22 13:50:11.798634+00
06dfccea-f73b-4f69-a903-d8c0f4cc9a5a;487e724e-6865-49dd-8b29-ac3a6a866a13;2;可能形の使い方;Penggunaan Bentuk Kemampuan;"{""patterns"":[{""example"":""日本語が話せます"",""meaning"":""Bisa berbicara bahasa Jepang"",""pattern"":""〜が できます""},{""example"":""この漢字が読めます"",""meaning"":""Bisa membaca kanji ini"",""pattern"":""〜を/が Vられる""}],""type"":""grammar""}";25;2;2026-02-06 13:05:10.49227+00
2a3a8380-b029-47a8-9310-e48fa10e446d;981255d6-ad9f-4d51-825d-755026a9f069;3;〜込む・〜合う;Masuk & Bersama-sama;"{""patterns"":[{""example"":""電車に飛び込む"",""meaning"":""Melompat masuk ke kereta"",""pattern"":""V-ます形 + 込む""},{""example"":""助け合う"",""meaning"":""Saling membantu"",""pattern"":""V-ます形 + 合う""}],""type"":""grammar""}";30;3;2026-02-06 13:07:30.368826+00
caf1d4e2-3652-4789-a1ee-53c1845b2566;981255d6-ad9f-4d51-825d-755026a9f069;4;〜直す・〜過ぎる;Mengulang & Berlebihan;"{""patterns"":[{""example"":""やり直す"",""meaning"":""Mengulang/memperbaiki"",""pattern"":""V-ます形 + 直す""},{""example"":""食べ過ぎた"",""meaning"":""Makan berlebihan"",""pattern"":""V-ます形 + 過ぎる""}],""type"":""grammar""}";30;4;2026-02-06 13:07:30.368826+00
088b72ab-3cf8-4c07-88e9-41cc25e367bb;342dc32f-726b-488e-a8b4-aa734a622b05;1;尊敬語の応用;Aplikasi Bahasa Hormat;"{""patterns"":[{""example"":""お読みになりましたか"",""meaning"":""Apakah Anda sudah membaca?"",""pattern"":""お/ご〜になる""},{""example"":""ご説明くださり"",""meaning"":""Terima kasih sudah menjelaskan"",""pattern"":""お/ご〜くださる""}],""type"":""grammar""}";30;1;2026-02-06 13:07:30.368826+00
55b5d5cd-782a-4703-9148-917d5bdeb4e2;342dc32f-726b-488e-a8b4-aa734a622b05;2;謙譲語の応用;Aplikasi Bahasa Rendah Diri;"{""patterns"":[{""example"":""ご連絡いたします"",""meaning"":""Saya akan menghubungi"",""pattern"":""お/ご〜いたす""},{""example"":""お礼申し上げます"",""meaning"":""Saya mengucapkan terima kasih"",""pattern"":""お/ご〜申し上げる""}],""type"":""grammar""}";30;2;2026-02-06 13:07:30.368826+00
